Series Name,Series Code,Country Name,Country Code,1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022]
GDP per capita (current US$),NY.GDP.PCAP.CD,Bulgaria,BGR,1914.55064658793,2260.4272811545,3132.30136036246,2511.39306259489,2477.0208179596,2366.52982128614,1267.73437541485,1211.98087810931,1278.52511370319,1148.4943993817,2259.25922555221,1470.19259250682,1361.40938439884,1820.44866449942,1659.71861105493,1621.26210738992,1770.90704918691,2092.98288625558,2719.49436859287,3389.68743360274,3899.82596332878,4523.1465578805,5888.77685220636,7271.30338858025,6988.27316296465,6863.66706774052,7857.16706984441,7430.7373804242,7687.71368243317,7912.27484371138,7078.86032298969,7570.93165511708,8381.88134621669,9447.65589681469,9874.33632625168,10148.3423954435,12219.3418706779,13974.4492487792
GDP per capita (current US$),NY.GDP.PCAP.CD,Burkina Faso,BFA,194.567890866579,248.092870095962,280.952705814246,301.953488685356,294.04372431046,339.631822525047,334.759653973947,349.708107645647,325.153666535396,187.815137887201,229.832660030037,243.526923524733,224.611343869633,250.413944386071,293.887444638519,249.802075690488,260.443473110803,286.753714867893,363.818351959243,405.451276438268,442.944430628899,457.342074853242,516.750328470839,621.890271798117,603.877545561486,627.270395707064,727.612474511645,733.97287958981,762.303780103138,767.371344051512,632.12668582235,665.786328598963,711.184543433623,779.202768619387,765.229560401644,823.552410880968,888.781078836766,830.03715033429
GDP per capita (current US$),NY.GDP.PCAP.CD,Burundi,BDI,232.41182455329,238.356916699581,219.371300655575,205.31791926308,207.291950106508,206.444928267383,208.656723378432,188.581166847581,168.964075594911,165.585934674604,168.627167702793,146.536182541744,164.233445666936,148.089542628487,130.753023919327,138.004617225366,135.606475784646,124.139301558193,114.36700716216,128.538422519456,151.188541005904,166.276245228761,170.706876502428,194.710634644444,204.544755595219,222.660583208376,236.451347486235,238.205945258781,241.547665709857,257.818557410131,289.359627206129,242.539527292978,244.14542219677,232.060616627711,216.972970900616,216.827417480868,221.157803430781,259.025031363515
GDP per capita (current US$),NY.GDP.PCAP.CD,Cabo Verde,CPV,405.233129965032,553.782245845235,674.622659885122,748.254382476013,746.75016449703,841.805017649989,858.087037201753,935.106141237955,1251.86634728505,1012.26339104589,1184.17673484282,1192.32998464145,1139.21769663111,1185.58374001024,1317.57368454047,1176.70725787049,1208.4576085771,1311.21458117954,1693.97855163071,1900.88846473653,1972.78492636901,2220.09817493874,3268.30569555962,3839.86363555731,3592.31587892127,3500.97746776661,3880.06920520905,3583.46172510997,3757.65995326233,3739.27827890219,3169.07890082563,3312.69674458487,3534.34357478817,3860.4548075811,3903.05031683625,3126.39985872259,3398.16537614695,3754.30479371603
GDP per capita (current US$),NY.GDP.PCAP.CD,Cambodia,KHM,..,..,..,..,..,..,..,..,247.348584430364,262.44289487821,315.14234799495,313.584672308454,301.219665354507,267.40979622145,295.591285293477,301.516598526092,322.899863859665,341.036765772756,364.275301701492,410.086132917873,475.069394255055,539.747365391142,629.92107663841,742.397972321917,734.815118652103,782.695738595564,880.310304428913,950.482544613835,1015.22088134268,1098.07453750531,1170.74281578643,1281.10597105412,1400.89926522987,1533.31598466079,1671.3854000919,1577.91173991645,1625.23502147979,1759.60802346044
GDP per capita (current US$),NY.GDP.PCAP.CD,Cameroon,CMR,871.541118578619,1172.49024782635,1250.69760373871,1137.22518193721,993.087359512285,1077.33354456712,1005.30436295766,995.314492504112,1295.91646396787,692.858733495909,822.363212618705,817.184094202706,773.927146677283,789.274291959589,786.845888137365,700.16323623489,706.984217524458,780.270553202226,976.5193035158,1119.98086164741,1129.35797897075,1177.96860522717,1311.00296446609,1476.00907898906,1445.86024905123,1383.81386476157,1497.92658476665,1433.7239284003,1559.13904919246,1631.7139850845,1399.67533591995,1426.06548113211,1479.86222187116,1594.06011023775,1538.68791249516,1539.13054519245,1654.25703730592,1563.48894034459
GDP per capita (current US$),NY.GDP.PCAP.CD,Canada,CAN,14170.1249406067,14521.1800806,16377.6902109541,19012.5723278349,20794.682233334,21525.8611387148,21846.7930471354,20950.3305287651,20186.7988782965,19997.6237373354,20679.634792669,21296.9723536904,21901.5628548392,21024.5850687045,22315.2466731545,24271.0020563821,23822.0601178964,24255.3385818322,28300.4630963791,32143.6814078562,36382.5079164537,40504.0607253203,44659.8951408034,46710.5055759013,40876.3101540295,47562.0834253057,52223.696112356,52669.0899632316,52635.1749580433,50955.9983232404,43596.1355365546,42315.6037056806,45129.4292980922,46548.6384108296,46374.1527517191,43562.4358311849,52515.1998350503,55522.445687688
GDP per capita (current US$),NY.GDP.PCAP.CD,Cayman Islands,CYM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,87184.5121355204,89960.6837293746,89704.2236135613,81398.3226276238,76873.1942775535,75435.6142199311,75466.1365462205,75685.3573693412,76610.6484563953,77295.8452934434,78858.2802552237,81255.1124569481,85231.7742542655,89846.321220347,83897.505443389,88475.600468094,99624.8854439134
GDP per capita (current US$),NY.GDP.PCAP.CD,Central African Republic,CAF,338.748307936975,434.375115262219,459.166054750092,476.020859093234,452.966559310673,512.850879005129,475.276146386293,471.940639344552,413.959476683615,267.00627658748,340.399679950526,299.619489738323,271.143300571857,272.101540127148,273.427927943248,243.877580075298,242.575726772934,253.410670425052,283.675348129871,309.190242787419,317.877677935844,340.414517099341,388.477771679374,446.228770359276,452.922236469512,459.776981833241,515.209503489402,525.867504037729,352.22685487121,394.856932975083,351.879754769554,372.135456093031,414.74032227842,435.93229660798,426.408753120209,435.469247800022,461.137510956047,427.058096191269
GDP per capita (current US$),NY.GDP.PCAP.CD,Chad,TCD,207.961951234281,208.635182538661,219.479218096341,270.3970495897,252.827127343442,298.367079189062,310.659553040123,298.567311388066,226.921157877574,178.953180817304,209.892599667725,223.233388175976,207.316561376172,226.328772007424,192.269471956914,168.117658247775,200.361008052321,225.947310959268,298.249881700489,460.067018320577,664.59765601918,716.66776844238,806.710318791497,936.494137074972,808.161523513674,896.876704620394,988.194160047305,969.616142771586,980.083544373007,1017.78776208855,774.411603124119,691.980077427731,662.897472963315,720.265101427085,701.621201027424,643.772215694009,685.690315037547,716.804381134584
GDP per capita (current US$),NY.GDP.PCAP.CD,Channel Islands,CHI,..,..,..,..,..,..,..,..,..,..,..,..,..,41229.0142680848,43247.6859965862,44318.2210969282,42678.2770294233,45279.6419356799,49428.3097589957,57200.4664639273,58550.6571723349,63665.3153474479,75148.3494360381,..,..,..,..,..,..,..,..,58093.9960625367,57683.8938973128,62316.2199488315,61281.3272247009,57339.5268713567,67960.7269955768,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Chile,CHL,1437.37571207379,1510.01698521069,1750.26411709023,2015.93028372541,2280.26538469948,2483.56086208545,2790.6165510043,3333.95867214538,3520.93295523886,4010.97099497656,5094.39348295039,5376.77057835924,5789.70504582956,5467.1881883424,4980.01080203526,5102.96876066704,4610.59269464898,4477.18785325931,4823.25742097417,6185.30378461096,7560.54367123892,9418.27492364213,10456.8323839064,10797.0473705117,10204.5588537616,12764.5931178671,14637.7561666254,15397.7804598152,15842.15915686,14675.1508730028,13567.3572174332,13788.2400157601,15034.0584252287,15820.0333571155,14632.6903076927,13173.7847941723,16240.6077759729,15355.4797401048
GDP per capita (current US$),NY.GDP.PCAP.CD,China,CHN,294.78973494214,281.699495234272,301.733249522454,370.219284508463,407.892658171152,347.57836594833,359.213268699902,423.304430056569,525.365692365863,473.489916407064,609.604337927454,709.415888233368,781.74256121344,828.594691043134,873.297610969115,959.360431340438,1053.11231446589,1148.51425712598,1288.63749136212,1508.66791563578,1753.41419162417,2099.2194300786,2693.95873162278,3468.32706308591,3832.22745696438,4550.47394361131,5614.3860223103,6300.58217952904,7020.38607424065,7636.0743401587,8016.44559491162,8094.39016730811,8817.04560829162,9905.40638307759,10143.8602205959,10408.7195541075,12617.5051041181,12720.2163182363
GDP per capita (current US$),NY.GDP.PCAP.CD,Colombia,COL,1189.86940180876,1166.30079731611,1188.5517771004,1254.53154613477,1238.60336697052,1467.54743608627,1491.85672826445,1720.56855756999,1920.39896596567,2314.9009901463,2571.46818996686,2652.10388063505,2860.04094003606,2595.54301144732,2236.07292591824,2546.85021359809,2465.00701162874,2421.1621037421,2305.17050697714,2811.45945051653,3448.53832308589,3782.60349568944,4762.08306841743,5534.68944688199,5245.95158387112,6392.75802564032,7392.94359956308,8096.80150977513,8263.64192942212,8167.47284156278,6228.65162186089,5936.2610216683,6449.97098726076,6782.03792033195,6436.50921529527,5304.28912886641,6182.70709867964,6624.16539269075
GDP per capita (current US$),NY.GDP.PCAP.CD,Comoros,COM,523.695185223295,723.182760051538,850.433127433187,873.624703301678,813.84601969101,996.52805310108,958.921150098764,1009.71026181801,977.474380602119,674.137307869931,823.676610322088,801.261219960335,721.627300642715,717.31813173168,726.488888531733,654.18043075023,691.041978010695,761.947888181814,959.228987622236,1090.42716869473,1103.19541672121,1155.08567466696,1289.79485002143,1454.65090911658,1409.10667349496,1384.06328381602,1526.83263817748,1483.95155852994,1595.9898185586,1608.68787502172,1322.93677459988,1357.26622888827,1414.58668930422,1531.33781085759,1510.79732262852,1519.58677981634,1577.47084066126,1484.89246472542
GDP per capita (current US$),NY.GDP.PCAP.CD,"Congo, Dem. Rep.",COD,194.134426205983,253.520880433216,219.335124308775,272.809468288622,253.318763551299,259.237092011927,..,230.875776779594,272.050793055348,140.211933302015,130.375730301015,130.816542074946,135.888889100696,135.477390361009,99.7572508320882,392.626333784131,148.447123509623,168.944805273879,167.981575409282,187.856781029954,211.572629664001,247.54193564633,277.612079551534,317.88921008113,290.155675073525,324.827726109271,376.374981129973,412.776260544995,444.864357559096,472.266235725533,482.064568638238,456.027950583624,451.089088517319,546.212593203883,575.882781366465,524.666686211495,576.974729394136,653.656223069354
GDP per capita (current US$),NY.GDP.PCAP.CD,"Congo, Rep.",COG,1047.66783917605,870.299973364327,1049.84782992163,981.893651010409,1030.36250601114,1173.26443609385,1110.97210425489,1163.53493514505,1034.75319375758,662.877334123082,771.613945676931,902.045746391557,807.891899370651,663.728702844685,780.589705459903,1029.96068881894,859.440012475987,910.869710766426,1023.08849619066,1314.41128060735,1810.58894236459,2116.86894319341,2219.91230676263,2848.6531631791,2283.94987239428,2962.76248130765,3415.06237416639,3753.86092808102,3719.6510360643,3623.80745981756,2455.34791009784,2107.5030239722,2227.72013856074,2715.24310477161,2508.9447830009,2011.2694790099,2540.47321153317,2649.22502230642
GDP per capita (current US$),NY.GDP.PCAP.CD,Costa Rica,CRI,1414.1281916432,1551.69177543042,1549.94180293555,1537.46122251913,1705.43165379819,1808.49595860746,2221.47465327402,2578.02503783265,2814.04454122256,3005.54031698606,3240.71114533234,3194.11298818557,3373.41058474058,3580.93388469275,3653.75420836815,3773.03379319679,3941.59864349203,4021.42536130228,4123.5064871039,4376.08042847261,4643.45856992587,5188.361792249,6055.08677887203,6841.9114600079,6737.8607505315,8147.24398493375,9137.4551007756,9971.65165576585,10633.2665504623,10737.6788811529,11529.9551730192,11899.8139833748,12118.1336248174,12383.1499522763,12669.3411549351,12179.2566735195,12604.0488374731,13365.3563992692
GDP per capita (current US$),NY.GDP.PCAP.CD,Cote d'Ivoire,CIV,700.280823706567,888.341375609278,945.998625529918,928.64172635746,851.213395176488,906.411513213289,848.282027645713,868.725541723956,829.482476754784,602.331970049791,769.255683602722,1220.12144403687,1176.85196693448,1237.13141694264,1154.4790670714,986.777352839567,974.77998497188,1020.95049150423,1173.06388178349,1267.76482295105,1267.08731129988,1303.56496674267,1451.232530741,1683.33750453768,1638.80468426443,1654.17795876208,1701.7046408106,1649.3016148365,1903.05422934098,2124.01943008462,1941.58189772117,1999.19537159383,2113.34152528591,2295.54033462887,2290.78737894927,2349.06988200418,2613.3788930684,2486.41219394248
GDP per capita (current US$),NY.GDP.PCAP.CD,Croatia,HRV,..,..,..,..,..,..,..,..,..,..,4930.33530861222,5298.88508010941,5330.32889310394,5711.48570357941,5267.51220732922,4952.37775298931,5364.01024143422,6219.47321325884,8192.32263343511,9723.38102385632,10446.3614889222,11505.399839938,13762.4562630334,15898.7998960876,14421.1714758536,13693.5000292691,14655.8743881973,13439.6645555189,13979.1855602956,14001.1603438958,12098.5120254631,12579.9227031481,13592.2545240617,15040.0369182791,15120.9029026824,14269.9088549332,17809.0323901126,18570.4039968345
GDP per capita (current US$),NY.GDP.PCAP.CD,Cuba,CUB,2258.38914227803,2366.92120291665,2441.57594208547,2633.84738766203,2567.01706409298,2695.61486458131,2269.64557765794,2048.06883870462,2063.22212319205,2613.00503947034,2784.90260522494,2281.97555037471,2306.38394039568,2332.50821705533,2562.27410535087,2752.20378269319,2844.24443674985,3007.19307369322,3205.68839767994,3403.29616311163,3791.87300608904,4336.87332999361,4814.85487568512,4992.82449445836,5094.43756186586,5275.53260105122,6106.0067919258,6467.33791422804,6814.24384354868,7117.53573456326,7683.74025365669,8055.92586780018,8543.33006731328,8831.91040872027,9139.38051005519,9499.57250428248,..,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Curacao,CUW,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,19426.3264002202,19809.8223170482,19721.292182955,19623.0300713664,19361.8129630226,18944.0962772875,18938.2440965187,19119.1244887029,19220.6865793075,16356.0933254541,17979.9982909306,20501.7522782219
GDP per capita (current US$),NY.GDP.PCAP.CD,Cyprus,CYP,4488.287109375,5642.63134765625,6690.578125,7645.6298828125,8038.9140625,9641.5751953125,9696.099609375,11310.072265625,10526.1416015625,11617.6923828125,15261.41015625,15139.2265625,14234.244140625,15092.826171875,15287.9189453125,14388.34765625,14821.447265625,16093.21484375,20252.23828125,23792.62109375,24959.259765625,26729.32421875,31244.92578125,35397.36328125,32109.2421875,31023.267578125,32395.75390625,28910.74609375,27727.53515625,27162.322265625,23408.44140625,24605.349609375,26608.6953125,29335.046875,29420,28281.42578125,32745.84375,32048.240234375
GDP per capita (current US$),NY.GDP.PCAP.CD,Czechia,CZE,..,..,..,..,..,3941.50309406941,2896.60913065504,3372.86542951101,3956.1783495613,4630.55121674353,5824.12129119574,6532.83705470198,6034.48843731935,6489.7036188033,6337.41912037126,6029.03819275358,6637.04165713981,8060.86870292424,9818.56849307488,11749.8526643577,13430.6698955613,15261.7975911138,18466.5479299216,22804.5776774507,19861.6974295256,19960.0684872157,21871.2660754128,19870.8012123403,20133.1691431353,19890.9199056648,17829.6983223668,18575.2320271915,20636.199952435,23424.4804601855,23664.8478631108,22992.8793833348,26822.5141862111,27226.6156386023
GDP per capita (current US$),NY.GDP.PCAP.CD,Denmark,DNK,12253.1002141785,17201.0888129674,21340.7278625524,22527.0467265631,21901.054745944,26891.4464489571,27011.3774590051,29569.6603567112,27597.9752286357,29995.5796235479,35351.3654606819,35650.7140860994,32835.9399398833,33368.142415092,33440.7948054204,30743.5476816354,30751.654348268,33228.6935448819,40458.7773986609,46511.5983324305,48799.8256011275,52026.9995142723,58487.0549677696,64322.0635020842,58163.2768762815,58041.3984363385,61753.647131977,58507.5080517852,61191.1937042028,62548.9847332908,53254.8563700916,54663.9983719195,57610.0981801135,61591.9288698958,59592.9806886454,60836.5924121638,69268.6517983134,67790.0539923276
GDP per capita (current US$),NY.GDP.PCAP.CD,Djibouti,DJI,850.965483600305,..,825.546879502634,820.576772320546,785.294465409627,783.695854246259,735.730386933419,767.106235863007,762.475184062753,788.624473308358,790.51610670884,766.315696967451,752.749446680863,740.038953117996,745.206782171228,742.865697154312,747.779122941073,749.081632535869,771.374231644966,813.897943575246,852.890188282475,907.817943782596,980.031032399576,1131.63572564038,1164.25168346453,1227.82085311429,1322.72625083956,1418.46085811933,2102.19794830208,2239.11453821208,2409.31190224284,2545.73879850905,2655.73321960188,2755.83829341814,2876.04366371536,2921.73870623293,3062.55148207643,3136.11276804873
